epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,126028,1.21863,1.28043,1.42205,0.77984,0.51609,0.64049,0.43002,1.27085,1.20487,1.4206,0.007261,0.007261,0.007261
85,127528,1.23304,1.29287,1.43485,0.66131,0.55629,0.64372,0.44117,1.2205,1.18316,1.36261,0.007228,0.007228,0.007228
86,129028,1.21192,1.27605,1.42391,0.72942,0.54636,0.65437,0.44181,1.20375,1.18357,1.35628,0.007195,0.007195,0.007195
87,130528,1.2261,1.29698,1.43486,0.73194,0.58609,0.66955,0.44671,1.21368,1.17504,1.35769,0.007162,0.007162,0.007162
88,132028,1.21948,1.28474,1.42381,0.77694,0.5596,0.67664,0.44649,1.22592,1.19372,1.37941,0.007129,0.007129,0.007129
89,133528,1.21347,1.27679,1.42006,0.73089,0.55629,0.67497,0.4534,1.21011,1.12545,1.3476,0.007096,0.007096,0.007096
90,135029,1.20973,1.26892,1.41759,0.76356,0.53466,0.65752,0.44792,1.21194,1.15058,1.35361,0.007063,0.007063,0.007063
91,136529,1.2174,1.29511,1.4285,0.72913,0.56154,0.64986,0.43806,1.21308,1.19458,1.36406,0.00703,0.00703,0.00703
92,138029,1.22047,1.28372,1.42396,0.73949,0.56623,0.64735,0.44214,1.19215,1.17858,1.35153,0.006997,0.006997,0.006997
93,139529,1.21254,1.28462,1.42136,0.73443,0.56775,0.65909,0.45423,1.18484,1.15303,1.34164,0.006964,0.006964,0.006964
94,141029,1.20942,1.27795,1.42155,0.7519,0.54636,0.65897,0.45045,1.18794,1.15445,1.34526,0.006931,0.006931,0.006931
95,142528,1.20747,1.26913,1.41652,0.72181,0.54967,0.65467,0.44262,1.1985,1.17797,1.35317,0.006898,0.006898,0.006898
96,144028,1.20768,1.26723,1.41882,0.72541,0.57616,0.66191,0.45413,1.17594,1.17013,1.34489,0.006865,0.006865,0.006865
97,145528,1.2126,1.26839,1.41975,0.76853,0.57616,0.66993,0.44876,1.19669,1.16357,1.35283,0.006832,0.006832,0.006832
98,147029,1.20531,1.26607,1.41321,0.78791,0.54126,0.66688,0.44859,1.21002,1.16043,1.36796,0.006799,0.006799,0.006799
