epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,37611.5,1.14508,0.8143,1.21482,0.70271,0.72727,0.77341,0.46327,1.39981,1.01489,1.38103,0.0014258,0.0014258,0.0014258
60,38246.7,1.12878,0.78698,1.20816,0.79201,0.65111,0.76538,0.46018,1.42039,1.04555,1.42895,0.0014159,0.0014159,0.0014159
61,38885,1.12929,0.79246,1.20292,0.76682,0.67568,0.76576,0.463,1.42217,1.00027,1.40808,0.001406,0.001406,0.001406
62,39522.2,1.13035,0.81008,1.20681,0.72377,0.70172,0.75931,0.44679,1.4322,1.05386,1.41173,0.0013961,0.0013961,0.0013961
63,40157.1,1.12128,0.79166,1.20008,0.75032,0.6793,0.76134,0.45946,1.43813,1.07509,1.41956,0.0013862,0.0013862,0.0013862
64,40793.5,1.13377,0.80549,1.21163,0.74706,0.66339,0.75193,0.45096,1.45662,1.04878,1.43211,0.0013763,0.0013763,0.0013763
65,41428.3,1.12071,0.79408,1.20721,0.72679,0.69779,0.76344,0.4546,1.47344,1.05083,1.45501,0.0013664,0.0013664,0.0013664
66,42063.8,1.11906,0.79269,1.20047,0.7705,0.6683,0.77035,0.47083,1.40212,1.01292,1.39849,0.0013565,0.0013565,0.0013565
67,42700.1,1.11178,0.79126,1.19789,0.80461,0.66776,0.7672,0.46344,1.40856,1.05228,1.40998,0.0013466,0.0013466,0.0013466
68,43337.5,1.10799,0.78458,1.19911,0.79389,0.67076,0.77703,0.47131,1.40794,1.0139,1.41481,0.0013367,0.0013367,0.0013367
69,43972.3,1.11435,0.78093,1.20095,0.72127,0.70574,0.7725,0.46187,1.44337,1.02177,1.42419,0.0013268,0.0013268,0.0013268
70,44608.6,1.0907,0.76918,1.18675,0.72306,0.71253,0.77418,0.45989,1.42662,1.0349,1.39981,0.0013169,0.0013169,0.0013169
71,45241.9,1.09604,0.76765,1.19097,0.77106,0.70516,0.78244,0.47703,1.40489,1.00097,1.41048,0.001307,0.001307,0.001307
72,45881.9,1.09211,0.77735,1.18719,0.73817,0.72236,0.77196,0.4578,1.42982,1.05724,1.40306,0.0012971,0.0012971,0.0012971
